participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.select_num,player.select_num_AB_list,player.db_ban_optA_self,player.db_ban_optA_other,player.db_ban_optB_self,player.db_ban_optB_other,player.db_sc_jibun,player.db_sc_aite,group.id_in_subsession,group.g_db_ban,group.g_db_cr,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,7o0c45wm,SUB01,0,139,139,q,final,2025-11-10 01:30:01.426472,1,,,2200.0,1,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,1,5,2,1,l5e4ykqp,,,,,0
2,l0qctllj,SUB03,0,139,139,q,final,2025-11-10 01:30:01.611459,1,,,2840.0,2,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,1,5,2,1,l5e4ykqp,,,,,0
3,abzwgbcq,SUB02,0,139,139,q,final,2025-11-10 01:30:01.750620,1,,,2200.0,1,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,2,5,2,1,l5e4ykqp,,,,,0
4,3l43w4u5,SUB04,0,139,139,q,final,2025-11-10 01:30:01.822445,1,,,2840.0,2,,0.0,6,"[""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,2,5,2,1,l5e4ykqp,,,,,0
5,doh0cell,SUB08,0,139,139,q,final,2025-11-10 01:30:02.066096,1,,,1860.0,1,,0.0,32,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]",,,,,,,3,19,2,1,l5e4ykqp,,,,,0
6,3vzb3pl1,SUB05,0,139,139,q,final,2025-11-10 01:30:02.079532,1,,,2400.0,2,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,3,19,2,1,l5e4ykqp,,,,,0
7,56fb8rny,SUB06,0,139,139,q,final,2025-11-10 01:30:02.257230,1,,,4207.0,1,,0.0,11,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,4,16,1,1,l5e4ykqp,,,,,0
8,pjnqjmxg,SUB07,0,139,139,q,final,2025-11-10 01:30:02.317724,1,,,1350.0,2,,0.0,11,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,4,16,1,1,l5e4ykqp,,,,,0
9,h1gmydvc,SUB10,0,139,139,q,final,2025-11-10 01:30:02.439089,1,,,2300.0,1,,0.0,17,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,5,22,2,1,l5e4ykqp,,,,,0
10,uu99ilwz,SUB09,0,139,139,q,final,2025-11-10 01:30:02.651413,1,,,1900.0,2,,0.0,7,"[""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,5,22,2,1,l5e4ykqp,,,,,0
11,aq7f4tqx,SUB13,0,139,139,q,final,2025-11-10 01:30:02.803593,1,,,3067.0,1,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,6,25,2,1,l5e4ykqp,,,,,0
12,kt7g2hwj,SUB14,0,139,139,q,final,2025-11-10 01:30:02.905797,1,,,2753.0,2,,0.0,7,"[""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,6,25,2,1,l5e4ykqp,,,,,0
13,rm5vy3bt,SUB11,0,139,139,q,final,2025-11-10 01:30:02.913967,1,,,3067.0,1,,0.0,11,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,7,25,2,1,l5e4ykqp,,,,,0
14,zx78nx0d,SUB12,0,139,139,q,final,2025-11-10 01:30:02.933973,1,,,2000.0,2,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,7,25,2,1,l5e4ykqp,,,,,0
15,79fzxyfd,SUB15,0,139,139,q,final,2025-11-10 01:30:03.018469,1,,,2200.0,1,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,8,11,1,1,l5e4ykqp,,,,,0
16,3l77mar7,SUB16,0,139,139,q,final,2025-11-10 01:30:03.599485,1,,,2773.0,2,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,8,11,1,1,l5e4ykqp,,,,,0
17,f72ytn2t,SUB17,0,139,139,q,final,2025-11-10 01:30:03.621420,1,,,2200.0,1,,0.0,11,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,9,1,1,1,l5e4ykqp,,,,,0
18,p6006kew,SUB18,0,139,139,q,final,2025-11-10 01:30:03.723683,1,,,2840.0,2,,0.0,2,"[""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,9,1,1,1,l5e4ykqp,,,,,0
19,02j6vi2c,SUB19,0,139,139,q,final,2025-11-10 01:30:03.754032,1,,,3067.0,1,,0.0,7,"[""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,10,11,2,1,l5e4ykqp,,,,,0
20,nzenq998,SUB20,0,139,139,q,final,2025-11-10 01:30:03.775841,1,,,2160.0,2,,0.0,11,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,10,11,2,1,l5e4ykqp,,,,,0
21,ag9rhnkf,SUB21,0,139,139,q,final,2025-11-10 01:30:03.788705,1,,,3067.0,1,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,11,25,1,1,l5e4ykqp,,,,,0
22,90kgowjf,SUB22,0,139,139,q,final,2025-11-10 01:30:03.799975,1,,,2000.0,2,,0.0,1,"[""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,11,25,1,1,l5e4ykqp,,,,,0
23,tl41auqv,SUB24,0,139,139,q,final,2025-11-10 01:30:03.899752,1,,,2340.0,1,,0.0,12,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,12,18,2,1,l5e4ykqp,,,,,0
24,s39aihz7,SUB23,0,139,139,q,final,2025-11-10 01:30:04.182029,1,,,2498.0,2,,0.0,2,"[""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",,,,,,,12,18,2,1,l5e4ykqp,,,,,0
1,7o0c45wm,SUB01,0,139,139,q,final,2025-11-10 01:30:01.426472,1,,,2200.0,1,,400.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",320,600,400,1040,400,1040,1,15,1,2,l5e4ykqp,,,,,0
2,l0qctllj,SUB03,0,139,139,q,final,2025-11-10 01:30:01.611459,1,,,2840.0,2,,1040.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",320,600,400,1040,400,1040,1,15,1,2,l5e4ykqp,,,,,0
3,abzwgbcq,SUB02,0,139,139,q,final,2025-11-10 01:30:01.750620,1,,,2200.0,1,,400.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",60,600,400,1040,400,1040,2,28,1,2,l5e4ykqp,,,,,0
4,3l43w4u5,SUB04,0,139,139,q,final,2025-11-10 01:30:01.822445,1,,,2840.0,2,,1040.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",60,600,400,1040,400,1040,2,28,1,2,l5e4ykqp,,,,,0
5,doh0cell,SUB08,0,139,139,q,final,2025-11-10 01:30:02.066096,1,,,1860.0,1,,60.0,8,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",60,600,400,1040,60,600,3,28,1,2,l5e4ykqp,,,,,0
6,3vzb3pl1,SUB05,0,139,139,q,final,2025-11-10 01:30:02.079532,1,,,2400.0,2,,600.0,8,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",60,600,400,1040,60,600,3,28,1,2,l5e4ykqp,,,,,0
7,56fb8rny,SUB06,0,139,139,q,final,2025-11-10 01:30:02.257230,1,,,4207.0,1,,1267.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1067,360,1267,200,1267,200,4,18,2,2,l5e4ykqp,,,,,0
8,pjnqjmxg,SUB07,0,139,139,q,final,2025-11-10 01:30:02.317724,1,,,1350.0,2,,200.0,15,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1067,360,1267,200,1267,200,4,18,2,2,l5e4ykqp,,,,,0
9,h1gmydvc,SUB10,0,139,139,q,final,2025-11-10 01:30:02.439089,1,,,2300.0,1,,500.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",500,600,400,1040,500,600,5,6,1,2,l5e4ykqp,,,,,0
10,uu99ilwz,SUB09,0,139,139,q,final,2025-11-10 01:30:02.651413,1,,,1900.0,2,,600.0,17,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",500,600,400,1040,500,600,5,6,1,2,l5e4ykqp,,,,,0
11,aq7f4tqx,SUB13,0,139,139,q,final,2025-11-10 01:30:02.803593,1,,,3067.0,1,,1267.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1267,360,1267,200,1267,360,6,8,2,2,l5e4ykqp,,,,,0
12,kt7g2hwj,SUB14,0,139,139,q,final,2025-11-10 01:30:02.905797,1,,,2753.0,2,,360.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1267,360,1267,200,1267,360,6,8,2,2,l5e4ykqp,,,,,0
13,rm5vy3bt,SUB11,0,139,139,q,final,2025-11-10 01:30:02.913967,1,,,3067.0,1,,1267.0,8,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1227,360,1267,200,1267,200,7,10,2,2,l5e4ykqp,,,,,0
14,zx78nx0d,SUB12,0,139,139,q,final,2025-11-10 01:30:02.933973,1,,,2000.0,2,,200.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1227,360,1267,200,1267,200,7,10,2,2,l5e4ykqp,,,,,0
15,79fzxyfd,SUB15,0,139,139,q,final,2025-11-10 01:30:03.018469,1,,,2200.0,1,,400.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",120,600,400,1040,400,1040,8,25,1,2,l5e4ykqp,,,,,0
16,3l77mar7,SUB16,0,139,139,q,final,2025-11-10 01:30:03.599485,1,,,2773.0,2,,1040.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",120,600,400,1040,400,1040,8,25,1,2,l5e4ykqp,,,,,0
17,f72ytn2t,SUB17,0,139,139,q,final,2025-11-10 01:30:03.621420,1,,,2200.0,1,,400.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",80,600,400,1040,400,1040,9,27,1,2,l5e4ykqp,,,,,0
18,p6006kew,SUB18,0,139,139,q,final,2025-11-10 01:30:03.723683,1,,,2840.0,2,,1040.0,2,"[""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",80,600,400,1040,400,1040,9,27,1,2,l5e4ykqp,,,,,0
19,02j6vi2c,SUB19,0,139,139,q,final,2025-11-10 01:30:03.754032,1,,,3067.0,1,,1267.0,14,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1267,360,1267,200,1267,360,10,8,2,2,l5e4ykqp,,,,,0
20,nzenq998,SUB20,0,139,139,q,final,2025-11-10 01:30:03.775841,1,,,2160.0,2,,360.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1267,360,1267,200,1267,360,10,8,2,2,l5e4ykqp,,,,,0
21,ag9rhnkf,SUB21,0,139,139,q,final,2025-11-10 01:30:03.788705,1,,,3067.0,1,,1267.0,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1047,360,1267,200,1267,200,11,19,2,2,l5e4ykqp,,,,,0
22,90kgowjf,SUB22,0,139,139,q,final,2025-11-10 01:30:03.799975,1,,,2000.0,2,,200.0,17,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",1047,360,1267,200,1267,200,11,19,2,2,l5e4ykqp,,,,,0
23,tl41auqv,SUB24,0,139,139,q,final,2025-11-10 01:30:03.899752,1,,,2340.0,1,,540.0,8,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",540,600,400,1040,540,600,12,4,1,2,l5e4ykqp,,,,,0
24,s39aihz7,SUB23,0,139,139,q,final,2025-11-10 01:30:04.182029,1,,,2498.0,2,,600.0,17,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",540,600,400,1040,540,600,12,4,1,2,l5e4ykqp,,,,,0
